Sample	Fragment_path	Markdup_path	GEX_barcodes	minFrags
FT016_v3_1	[]/atac_alignment/pool_3/FT016_v3_1	[]/atac_alignment/pool_3/FT016_v3_1	[]/alignment/pool_3/FT016_v3_1/FT016_v3_1Solo.out/GeneFull_Ex50pAS/filtered	3000
