Category	Enrichment	Enrichment_std_error	Enrichment_p	Enrichment_p_fdr	Coefficient_z.score	finemapped_trait	n_LeadSNPs	Disease	NiceName	coarse_cluster
PF_1	9.72982465882721	2.27488208727145	0.000132632744331855	0.023	2.19813221130113	as_metal	168	as_metal	AorticStenosis	CoreConductionCells
AV_bundle_Tz	8.69555297347819	1.99270310774096	0.000234278809280001	0.04	1.72030721272752	as_metal	168	as_metal	AorticStenosis	TzConductionCells
Endocardial_IFT_VEC	7.83281645881865	1.92603655369758	0.000245614999164968	0.042	1.11252371602633	as_metal	168	as_metal	AorticStenosis	Endocardial
CFB_mature	6.42798495328004	1.45310924841253	0.000122596602814849	0.021	0.118769605201325	as_metal	168	as_metal	AorticStenosis	FB
CFB_atrium	6.97666047128114	1.63730706208569	0.000214328940896017	0.036	0.43268541489555	as_metal	168	as_metal	AorticStenosis	FB
VIC_free_segments_1	9.53793429136692	2.28345987820359	0.000258948089891765	0.044	1.36054260216366	as_metal	168	as_metal	AorticStenosis	FB
VIC_free_segments_3	10.0009066862307	2.45616732387002	0.000221506077458818	0.038	1.7549116035491	resint_AVACM2	105	resint_AVACM2	AorticValveArea	FB
SMC_1	9.27290148061351	1.88627598560101	1.13388124106547e-05	0.002	2.29251932359643	resint_AVACM2	105	resint_AVACM2	AorticValveArea	MuralCells
VCM_left_trabecular_1	7.70625157044238	1.76290111597066	0.000181722360329119	0.031	1.86229361647673	resint_peak_velocity_aa	120	resint_peak_velocity_aa	AorticValvePeakVelocity	VCM
SAN_head	8.86771037308713	2.38885946729293	0.000127597614894831	0.022	2.17710626833324	resint_peak_velocity_aa	120	resint_peak_velocity_aa	AorticValvePeakVelocity	CoreConductionCells
Endocardial_IFT_VEC	7.85594773483639	2.22624324359647	0.000222511505333915	0.038	1.4846099388943	resint_peak_velocity_aa	120	resint_peak_velocity_aa	AorticValvePeakVelocity	Endocardial
CFB_mature	6.4851748044295	1.84098236838919	0.000252747934592959	0.043	1.04783852027458	resint_peak_velocity_aa	120	resint_peak_velocity_aa	AorticValvePeakVelocity	FB
VIC_free_segments_1	8.87730119994957	2.37167977617255	0.000183492380357346	0.031	1.65003763883949	resint_peak_velocity_aa	120	resint_peak_velocity_aa	AorticValvePeakVelocity	FB
SMC_1	7.79032066592141	2.1185058417593	8.13647796211117e-05	0.014	1.86273367971482	resint_peak_velocity_aa	120	resint_peak_velocity_aa	AorticValvePeakVelocity	MuralCells
VCM_left_trabecular_1	7.83347762958909	1.77772988735544	0.000143255387808104	0.024	1.88040552252357	resint_systole_pos_MeanPeakGradientMMHg_aa	111	resint_systole_pos_MeanPeakGradientMMHg_aa	AorticVavleMeanGradient	VCM
SAN_head	8.98109193924046	2.47072403087659	0.000154579515488859	0.026	2.14865824528301	resint_systole_pos_MeanPeakGradientMMHg_aa	111	resint_systole_pos_MeanPeakGradientMMHg_aa	AorticVavleMeanGradient	CoreConductionCells
CFB_mature	6.57089482899388	1.88110724787969	0.000208495824779718	0.035	1.20443356340481	resint_systole_pos_MeanPeakGradientMMHg_aa	111	resint_systole_pos_MeanPeakGradientMMHg_aa	AorticVavleMeanGradient	FB
VIC_free_segments_1	8.84625015219594	2.4021253708965	0.000203470364321336	0.035	1.65064930146195	resint_systole_pos_MeanPeakGradientMMHg_aa	111	resint_systole_pos_MeanPeakGradientMMHg_aa	AorticVavleMeanGradient	FB
SMC_1	7.66566529779232	2.14763992617935	0.000117416699183145	0.02	1.74486110120507	resint_systole_pos_MeanPeakGradientMMHg_aa	111	resint_systole_pos_MeanPeakGradientMMHg_aa	AorticVavleMeanGradient	MuralCells
